id,data,label
4873,"Il faut augmenter le SMIC net à 1400€. Cela dépend d'un décret. Et en général, quand on augmente le SMIC, cela a un effet positif sur l'ensemble des salaires.  #BFMTVSD",pouvoir achat
4874,"Je me bats à l'échelle mondiale pour qu'on puisse enfin lever les brevets sur les #vaccins pour en produire partout. Je suis contre la politique de l’aumône, contre continuer à laisser des zones entières sans vaccination qui deviennent des foyers de contamination. #BFMTVSD https://t.co/Y2CwYZlSHH",
4875,"Ce qui est frappant, c'est le caractère absolument incohérent de ce qui est décidé. Aujourd'hui on voit qu'Omicron passe à travers le maillage vaccinal et on refuse encore de distribuer des masques FFP2 aux enseignants et d'installer des purificateurs d'air.#BFMTVSD https://t.co/2wBrFJnq0f",sante
4876,"Sur 1 euro payé par les gens en grande surface, il y a seulement 8 centimes qui vont dans la poche du paysan qui a produit la nourriture. Les grandes surfaces se gavent. On parle de 40% de marge sur les pâtes !  #BFMTVSD",
4877,"8 millions de personnes ont besoin de l'aide alimentaire. Enfin, tout le monde se rend compte dans ce pays qu'il y a un problème pour un grand nombre de personne pour se nourrir.  #BFMTVSD",
4878,"Je ne crois pas qu'on puisse combattre efficacement au #Mali par les armes. Si toutes ces sommes avaient été employées à payer des gens à des activités productives, on aurait fait sans doutes plus de progrès pour contenir les facteurs de guerre. #BFMTVSD https://t.co/dJjEugNOqG",securite
4879,Je ne suis pas d'accord pour qu'on utilise le Trésor public pour faire grossir le trésor privé. Il est temps que le trésor privé mette la main à la poche. #BFMTVSD,pouvoir achat
4880,"Si je suis élu, j'amorcerai la discussion au Parlement pour nous retirer du Mali avec dignité, par respect pour nos morts et pour les Maliens. Depuis 8 ans que nous y sommes engagés, il est grand temps de proposer un projet politique viable.#BFMTVSD https://t.co/hxy3Fm826G",
4881,Il faut bloquer immédiatement les prix du carburant. Cette mesure a déjà été appliquée une fois avec succès en 1991. Même M. #Macron a fait un blocage des prix sur les masques et le gel hydroalcoolique.  #BFMTVSD,pouvoir achat
4882,"Tant qu'on n'en aura pas fini avec les élevages intensifs, il y aura des zoonoses, c'est à dire des maladies animales qui peuvent muter et passer aux humains. En ce moment, il y a en France une épidémie de grippe aviaire. Un million de volailles ont été abattues.  #BFMTVSD",
4883,"Madame Le Pen est contre la levée des brevets sur les vaccins. Elle l'a dit. Moi, je défends la levée des brevets sur les vaccins.  #BFMTVSD",
4884,Je rappelle au président de la République qu'en principe il n'est pas là pour «emmerder» qui que ce soit mais pour être au service de tout le monde.  #BFMTVSD,autre
4885,"Lorsque nous sommes intervenus au #Mali, nous l'avons fait à la demande du gouvernement malien et parce que nous avions avec le Mali un accord de défense. Depuis, il y a eu un putsch. #BFMTVSD",international
4886,"Sur la guerre au #Mali, nous n'avons voté qu'une seule fois au Parlement en 8 ans. Il faut se poser la question de la fin de cette intervention militaire.  #BFMTVSD",
4887,J'ai une pensée émue pour le soldat français décédé au #Mali et pour ses proches.#BFMTVSD,
4888,Rendez-vous à 19h05 sur #BFMTV pour #BFMVSD. https://t.co/GYR9wgCTkN,
4889,"Tout le monde a le droit d’avoir du bon manger. Mais pour le faire, il faut changer de système. Si vous ne partagez pas la richesse, vous ne pouvez pas augmenter les salaires.Retrouvez l’interview complète avec @Thinker_View sur : https://t.co/Y1WP73DB6j https://t.co/RtekGNZpaJ",
4890,"@ParlementPop @BenoitTeste @CecileDuflot @TrouveAurelie @CaronAymericoff @MathildePanot Dans notre pays, les 5 personnes les plus riches possèdent autant que les 27 millions les plus pauvres. C'est insupportable. Il est temps que tout le monde prenne conscience de ce chiffre. #AuditionsPUP https://t.co/AZzS1K3zsA https://t.co/TtvnWXQXMC",aide sociale
4891,"@ParlementPop @BenoitTeste @CecileDuflot @TrouveAurelie @CaronAymericoff @MathildePanot Nous allons mettre en place un héritage maximum à 12 millions d'euros. Mais nous ne taxerons pas davantage les petits héritages : jusqu'à 120.000 euros, il n'y aura pas d'impôt sur l'héritage. #AuditionsPUP https://t.co/AZzS1K47i8 https://t.co/VE2XAFtNHH",pouvoir achat
4892,"@ParlementPop @BenoitTeste @CecileDuflot @TrouveAurelie @CaronAymericoff @MathildePanot Nous sommes ici au Parlement de l'Union populaire, chacun avec nos différences, nos spécificités. Et c'est une bonne chose, sinon on ne s'apporterait rien. Ce qui nous unit, c'est un programme et une méthode d'action.#AuditionsPUP https://t.co/AZzS1K3zsA https://t.co/wT6wnCCFtP",
4893,"@ParlementPop @BenoitTeste @CecileDuflot @TrouveAurelie @CaronAymericoff @MathildePanot «Nos sociétés sont fracturées par les inégalités. Elles ont, en plus, été durement touchées par la pandémie. Il faut redonner confiance dans l'action publique.» @CecileDuflot#AuditionsPUP https://t.co/AZzS1K3zsA https://t.co/H1ZN5ofqS7",autre
4894,@ParlementPop @BenoitTeste @CecileDuflot @TrouveAurelie @CaronAymericoff @MathildePanot «Est-ce qu'on peut taxer les milliardaires ? La réponse est oui. Évidemment. C'est uniquement une question de volonté politique.» @CecileDuflot#AuditionsPUP https://t.co/AZzS1K3zsA https://t.co/kBjPHyZDU6,
4895,@ParlementPop @BenoitTeste @CecileDuflot @TrouveAurelie @CaronAymericoff @MathildePanot «Il faut une intervention de la puissance publique pour que ceux qui se sont enrichis pendant la crise payent davantage. Il y a une forme d'indécence à voir des gens être devenus si riches en pleine pandémie.» @CecileDuflot#AuditionsPUP https://t.co/AZzS1K3zsA https://t.co/vdeVwVq85r,
4896,"@ParlementPop @BenoitTeste @CecileDuflot @TrouveAurelie @CaronAymericoff @MathildePanot «8 milliardaires sur 10 sont des héritiers. Comme le disait un milliardaire hollandais, ""pour être riche, il s'agit juste de gagner à la loterie du sperme"".» @CecileDuflot#AuditionsPUP https://t.co/AZzS1K3zsA https://t.co/7wfqQGv1PL",delete
4897,"@ParlementPop @BenoitTeste @CecileDuflot @TrouveAurelie @CaronAymericoff @MathildePanot Moi, j'attends M. #Blanquer, parce que depuis 30 ans quel est le résultat de leur «adaptation de l'école à l'économie» ? Et bien il n'y a rien qui marche correctement : ni l'école, ni l'économie. Il est temps de changer. #AuditionsPUP https://t.co/AZzS1K3zsA https://t.co/MUYfesPQRn",education
4898,@ParlementPop @BenoitTeste @CecileDuflot @TrouveAurelie @CaronAymericoff @MathildePanot Il faut casser les logiques de marché dans l'éducation. Il faut rétablir la carte scolaire. Il faut un monopole d'État sur les diplômes. #AuditionsPUP https://t.co/AZzS1K3zsA https://t.co/gICdCKPk5c,
4899,@ParlementPop @BenoitTeste @CecileDuflot @TrouveAurelie @CaronAymericoff @MathildePanot Deux visions de l'école sont en jeu. 1) La tradition républicaine qui pense l'école comme un lieu de formation des citoyens et de producteurs avec des compétences. 2) La vision capitaliste qui veut faire du savoir une marchandise.#AuditionsPUP https://t.co/AZzS1K3zsA https://t.co/eSkrhHp4SN,education
4900,"@ParlementPop @BenoitTeste @CecileDuflot @TrouveAurelie @CaronAymericoff @MathildePanot ""#Parcoursup est opaque. C'est un facteur d'inégalités. Bien sûr, jamais il ne sera dit que cela discrimine ceux qui viennent de lycées de Seine-Saint-Denis, mais c'est ce qui se passe dans les faits.""  @BenoitTeste#AuditionsPUP https://t.co/qJFjbBE8C0 https://t.co/0mVuLpcHoc",numerique
4901,"@ParlementPop @BenoitTeste @CecileDuflot @TrouveAurelie @CaronAymericoff @MathildePanot .@BenoitTeste, secrétaire général de la FSU, dénonce le manque de moyens à l'école. Il appelle à défendre l'école de la République, école du commun. #AuditionsPUP https://t.co/qJFjbBE8C0 https://t.co/lcW5csNnKY",
4902,Premières auditions du @ParlementPop aujourd'hui avec @BenoitTeste et @CecileDuflot. Suivez le direct sur : https://t.co/qJFjbBE8C0#AuditionsPUP https://t.co/eyMBzz5gnE,delete
4903,🔴 EN DIRECT - Auditions du @ParlementPop avec @CecileDuflot et @BenoitTeste. #AuditionsPUP https://t.co/qJFjbBE8C0,
4904,🔴 Rendez-vous ce dimanche 23 janvier à 19h05 sur @BFMTV pour #BFMVSD. https://t.co/XBIFpSIFNH,
4905,"La question de la dissuasion nucléaire est très importante. Si vous n'êtes pas défendu, vous dépendez des autres. Je ne suis pas d’accord. Aujourd'hui, la question de la dissuasion se transpose dans l'espace. Ce sera la base d’un désarmement nucléaire. #MelenchonThinkerView https://t.co/O0OiPgPGKc",autre
4906,Il fallait en rester au traité de 1967 de démilitarisation de l'espace. Notre président a décidé de créer un état-major de l'espace sans rien demander à personne. On doit sortir du commandement intégré de l'OTAN de l'espace. Nous n'avons rien à y faire.#MelenchonThinkerView https://t.co/WSbMH74oBS,autre
4907,"La France doit avoir une diplomatie non-alignée et altermondialiste. Dans le monde, notre puissance est ni militaire, ni même économique. La puissance de la France est ce qu'elle représente, notre devise : Liberté, Égalité, Fraternité. #MelenchonThinkerview https://t.co/98PAc5lIWw",
4908,Une guerre nucléaire ne peut pas être gagnée. Il faut commencer le désarmement et travailler à la diplomatie altermondialiste. Organisons des grandes universités francophones plutôt que faire les marioles derrière les Américains.#MelenchonThinkerview https://t.co/qpzJF2pWmf,international
4909,"La Chine reconnaît qu'elle a mis des #Ouïghours dans des camps de travail. On peut pas être d'accord avec ça, je le condamne. Mais pas d'hypocrisie : si on parle de «génocide», il faut intervenir pour l'arrêter. Or, ceux qui ont voté cela n'en feront rien.#MelenchonThinkerView https://t.co/ZglEUhPdIY",
4910,Je pense qu'il faut transposer la dissuasion française dans l'espace. Elle cesserait d'être nucléaire. Elle serait liée à tout ce qu'on peut interrompre depuis l'espace ou depuis le sol en visant l'espace.   #MelenchonThinkerView https://t.co/eYqdc5YF11 https://t.co/j5grWrUx5V,
4911,"Les abstentionnistes n'ont jamais cessé d'être citoyens. Ils en ont juste assez que rien ne change. Ils ont voté non en 2005 et le résultat a été oui. Ils ont voté pour un socialiste en 2012 qui disait ""mon ennemi c'est la finance"", ils ont eu l'inverse.   #MelenchonThinkerView https://t.co/aIXHTffZdW",autre
4912,La France doit avoir une diplomatie non-alignée et altermondialiste. Nous allons nous battre pour qu'il y ait un traité de non prolifération des énergies carbonées.  #MelenchonThinkerView https://t.co/eYqdc5YF11 https://t.co/uwL7T7HLsu,ecologie
4913,"À vouloir toujours tout rentabiliser, les gens suffoquent, les gens se suicident. La croissance n'est pas le seul mode de fonctionnement de la société. Si je suis élu, je mettrai fin à ce mode de vie insoutenable. #MelenchonThinkerview https://t.co/BPtTqZucvi",
4914,Les Chinois reconnaissent eux-mêmes qu'ils ont mis des Ouïgours en camp de travail. On parle d'un million de personnes. On ne peut pas être d'accord avec cela. #MelenchonThinkerView https://t.co/Y1WP73DB6j https://t.co/v7LhQ9cO8P,international
4915,"« L'ordre du monde a jusque-là été construit sur les nations. Les États-Unis sont une puissance déclinante, ils ne produisent plus assez. »#MelenchonThinkerview https://t.co/WnvVbee10r",
4916,"On vient de vivre une situation incroyable où les Américains se sont réunis avec Poutine pour discuter de la sécurité en Europe. Et dans cette discussion, il n'y avait pas un européen ! #MelenchonThinkerView https://t.co/Y1WP73DB6j https://t.co/eEShqMhl5O",
4917,"""Avant, la révolte était individuelle parce qu'il n'y avait pas l'idée qu'on avait des droits universels. À partir du moment où l'on proclame que tous les êtres humains ont vocation à être semblables, on change la mentalité de celui qui lutte.""#MelenchonThinkerview https://t.co/69b8ffX63Z",autre
4918,"Lutter contre l'idéologie dominante, c'est lutter contre sa domination. Il faut accepter l'idée que nous ne vivons pas dans une évidence. C'est un produit du temps, des rapports de forces sociales qui deviennent des rapports de forces culturelles. #MelenchonThinkerview https://t.co/tYKF7oiz4O",culture
4919,Les USA ont un énorme armement. Mais ils vivent à crédit sur le reste du monde. Ils sont déclinants sur le plan démographique et sur le plan de la production. Ils produisent essentiellement des services. #MelenchonThinkerView https://t.co/Y1WP73DB6j https://t.co/N9lF2MphEJ,
4920,« On est encore une grande nation technicienne : il faut être indépendant et souverain dans tous les domaines. Nous sommes capable d'avoir un système d'éolienne offshore en mer. »#MelenchonThinkerview https://t.co/jWeCF4nWLL,ecologie
4921,Les libéraux ont détruit l'ONF. Ils appliquent les logiques du temps court à un espace dans lequel seul le temps long a du sens. Il y a de nombreux suicides dans l'ONF. #MelenchonThinkerView https://t.co/Y1WP73DB6j https://t.co/bb8g5dSS8j,
4922,"La réindustrialisation n'est pas un objectif en soi. La vraie question, c'est : «qu'est-ce qu'on doit produire nous ?». Il faut relocaliser les productions dont nous avons besoin. #MelenchonThinkerView https://t.co/Y1WP73E8VR https://t.co/Ah5JQzEJF3",
4923,La mer contient 66 fois l'énergie dont nous avons besoin. On peut installer de l'éolien en mer. On sait le faire. On peut le faire. On va le faire. #MelenchonThinkerView https://t.co/Y1WP73DB6j https://t.co/q2g369EToo,ecologie
4924,Ma ligne c'est : il faut être indépendant et souverain dans tous les domaines. Il y a des domaines dans lesquels on peut et on doit le faire vite. #MelenchonThinkerView https://t.co/Y1WP73DB6j https://t.co/ZWxPqonFqK,autre
4925,"« Laissez les enfants rêver ! Ils sont plus conscients qu'on veut bien le dire. Lutter contre l'idéologie dominante, c'est d'abord faire confiance : la masse des gens est bienveillante. »#MelenchonThinkerview https://t.co/afnh4fp4PP",
