,id,data,label,data_clean
4161,4162,La politique de prohibition du cannabis n'a rien donné nulle part. La solution est de le vendre sous monopole d'État et de mener une politique de santé publique axée sur la prévention. C'est comme ça qu'on a fait reculer l'alcoolisme dans notre pays.#LaFranceDansLesYeux https://t.co/Q37KZvbTar,sante,politique prohibition cannabis rien donne nulle partir solution vendre monopole etat mener politique sante public axer prevention reculer alcoolisme pays lafrancedanslesyeux
4163,4164,"Je ne suis pas d'accord pour qu'on jette des projectiles à la police, comme je ne suis pas d'accord lorsque la police tire dans la figure de quelqu'un et l'éborgne. Une société civilisée ne peut fonctionner si la police est regardée comme un corps étranger. #LaFranceDansLesYeux https://t.co/ciOAZDflqW",securite,accord jette projectile policer accord policer tirer figurer eborgner societe civilise pouvoir fonctionner policer regarder corps etranger lafrancedanslesyeux
4164,4165,@CarolineFiat54 @Action_Insoumis Je veux rétablir les 4 ans dans l'enseignement professionnel. Et je veux mettre en place des lycées polytechniques de l'enseignement professionnel.  #LaFranceDansLesYeux https://t.co/7bMTLvRnqG,education,carolinefiat action_insoumis vouloir retablir enseignement professionnel vouloir mettre placer lycee polytechniques enseignement professionnel lafrancedanslesyeux
4166,4167,"Je créerai un organe indépendant qui remplacera l'IGPN, avec des policiers mais aussi des sociologues ou des philosophes, comme cela se fait en Angleterre ou dans d'autres pays.#LaFranceDansLesYeux https://t.co/Os4rLuUHSZ",securite,creer organe independant remplacer igpn policier sociologue philosopher angleterre pays lafrancedanslesyeux
4167,4168,@CarolineFiat54 @Action_Insoumis J'ai toujours condamné les violences. J'ai toujours dit mon opposition à ceux qui jettent des projectiles sur les policiers. Mais je dis aussi que je ne suis pas d'accord pour que des policiers éborgnent des gens avec des FlashBall.  #LaFranceDansLesYeux https://t.co/C9c2XdBEKq,securite,carolinefiat action_insoumis condamne violence opposition jeter projectile policier accord policier eborgnent flashball lafrancedanslesyeux
4169,4170,"Je veux rappeler un point important, la plupart des gens qui émigrent partent de chez eux dans la douleur. La France est une grande puissance qui doit lutter contre les causes du départ. Mais une fois que les gens sont là, il faut les accueillir humainement. #LaFranceDansLesYeux https://t.co/uV6SYAnAKc",aide_sociale,vouloir rappeler point importer plupart emigrer partir douleur france grand puissance lutter contrer causer departir fois falloir accueillir humainement lafrancedanslesyeux
4170,4171,"@CarolineFiat54 @Action_Insoumis Je ne suis pas d'accord avec le fonctionnement actuel de la police. Je pense qu'il faut tout changer. Il faut attaquer frontalement le trafic des êtres humains, de drogue et d'armes. Il faut plus de monde dans la police judiciaire.  #LaFranceDansLesYeux https://t.co/M0kM8EfYW6",securite,carolinefiat action_insoumis accord fonctionnement actuel policer penser falloir changer falloir attaquer frontalement trafic humain droguer armer falloir monde policer judiciaire lafrancedanslesyeux
4175,4176,"@CarolineFiat54 La plupart des gens qui émigrent partent de chez eux dans la douleur. Pour moi, la France, qui est une grande puissance, doit lutter contre les causes du départ. Mais une fois que les gens sont là, il faut les accueillir dignement et humainement.  #LaFranceDansLesYeux https://t.co/LWukzZTwLg",aide_sociale,carolinefiat plupart emigrer partir douleur france grand puissance lutter contrer causer departir fois falloir accueillir dignement humainement lafrancedanslesyeux
4176,4177,"@CarolineFiat54 Nous ne voulons pas qu'il soit possible de faire du profit sur nos anciens. Les EHPAD ne doivent pas être une machine à faire de «l'or gris», comme disent certains.  #LaFranceDansLesYeux https://t.co/3FzctrbSku",sante,carolinefiat vouloir faire profit ancien ehpad devoir machine faire gris lafrancedanslesyeux
4178,4179,"Beaucoup d'étudiants travaillent à côté de leurs études. C'est une situation difficile pour eux. Je propose une allocation d'autonomie de 1063€ par mois pour les étudiants. Pour la financer, on mettra en place un héritage maximum de 12 millions d'euros. #LaFranceDansLesYeux https://t.co/HV6cM3sLHz",education,beaucoup etudiant travailler cote etude situation difficile proposer allocation autonomie mois etudiant financer mettre placer heritage maximum million euro lafrancedanslesyeux
4179,4180,"Nous devons permettre aux enfants du peuple de faire des études de médecine sans avoir à travailler à côté. Pour cela, nous voulons mettre en place une allocation d'autonomie pour les jeunes à 1.063€ par mois.  #LaFranceDansLesYeux https://t.co/mTCXXAoAmv",pouvoir_achat,devon permettre enfant peupler faire etude medecine travailler cote vouloir mettre placer allocation autonomie jeune mois lafrancedanslesyeux
4181,4182,"J'ai voté contre le pass vaccinal et contre le pass sanitaire. Je m'en tiens à l'Organisation mondiale de la santé qui a dit qu'il ne fallait pas imposer la vaccination, parce qu'il valait mieux convaincre que contraindre. #LaFranceDansLesYeux https://t.co/DycOIzUIU2",international,voter contrer pass vaccinal contrer pass sanitaire organisation mondiale sante falloir imposer vaccination valoir mieux convaincre contraindre lafrancedanslesyeux
4182,4183,"Si on veut lutter pour de bon contre les pandémies, il faut fermer les élevages intensifs qui sont des sources de développement de zoonoses, ces maladies qui peuvent passer des animaux aux humains.  #LaFranceDansLesYeux https://t.co/DlTCA41aQr",sante,vouloir lutter bon contrer pandemies falloir fermer elevage intensif source developpement zoonoses maladie pouvoir prendre animaux humain lafrancedanslesyeux
4184,4185,"J'ai voté contre le passe vaccinal et avant cela contre le passe sanitaire. Pour cela, on m'a repeint en anti-vaccin alors même que je milite au niveau international pour la levée des brevets et que je suis moi-même vacciné.#LaFranceDansLesYeux https://t.co/O05Qi3AXwI",democratie,voter contrer passer vaccinal contrer passer sanitaire repeint anti vaccin militer niveau international levee brevet vaccine lafrancedanslesyeux
4185,4186,"En revalorisant le SMIC à 1400€, nous augmentons le pouvoir d'achat et nous remplissons le carnet de commandes des commerçants par la même occasion. Notre programme est le meilleur ami du carnet de commandes, contrairement à ce que certains peuvent penser. #LaFranceDansLesYeux https://t.co/HR2rP2hxFB",pouvoir_achat,revalorisant smic augmenter pouvoir achat remplir carnet commander commercant occasion programmer meilleur ami carnet commander contrairement pouvoir penser lafrancedanslesyeux
4187,4188,"Nous voulons mettre en place un héritage maximum à 12 millions d'euros. Et au-delà de cette somme, on donne tout aux jeunes qui étudient dans l'enseignement professionnel ou à l'université. On finance l'allocation d'autonomie de 1.063€ par mois.  #LaFranceDansLesYeux https://t.co/wu7YspeG6l",education,vouloir mettre placer heritage maximum million euro dela sommer donner jeune etudier enseignement professionnel universite financer allocation autonomie mois lafrancedanslesyeux
4188,4189,"Les dépenses de l'État ne sont pas des gaspillages. Si vous donnez aux gens qui travaillent pour l'État les moyens de travailler bien, le service est rendu. #LaFranceDansLesYeux https://t.co/LVzEtptEId",pouvoir_achat,depenser etat gaspillage donner travailler etat moyen travailler bien service rendu lafrancedanslesyeux
4190,4191,"Nous mettrons en place une mesure simple : pas une retraite sous le SMIC revalorisé (1400€) pour une carrière complète. On la financera en supprimant le CICE. Pour les autres retraités, aucun ne vivra avec moins de 1000€ (seuil de pauvreté). #LaFranceDansLesYeux https://t.co/XVB5esTdlc",pouvoir_achat,mettre placer mesurer simple retraite smic revaloriser carriere completer financer supprimer cice retraite aucun vivre seuil pauvrete lafrancedanslesyeux
4191,4192,"Nous sommes les meilleurs amis du carnet de commandes des entreprises. Nous voulons augmenter les salaires. Et en le faisant, nous allons aussi faire tourner les entreprises des commerçants.  #LaFranceDansLesYeux https://t.co/XIsKR5sDcQ",pouvoir_achat,meilleur ami carnet commander entreprise vouloir augmenter salaire faire aller faire tourner entreprise commercant lafrancedanslesyeux
4193,4194,"L'État ne prend jamais rien pour le verser dans le sable. L'État prend et donne. Et avec l'argent que l'État donne, les gens achètent des choses qui font aussi tourner les entreprises.  #LaFranceDansLesYeux https://t.co/l0vO7Xnp4B",emploi,etat prendre jamais rien verser sabler etat prendre donner argent etat donner acheter choses faire tourner entreprise lafrancedanslesyeux
4196,4197,"Avec le blocage des prix, il faut bien que quelqu'un prenne en charge la hausse des prix que le consommateur ne paiera pas. Pour moi, c'est la grande distribution qui le fera et elle le prendra dans ses marges. #LaFranceDansLesYeux https://t.co/VqrbhiFsur",pouvoir_achat,blocage prix falloir bien prendre charger hausser prix consommateur payer grand distribution faire prendre marge lafrancedanslesyeux
4197,4198,"La firme Total a fait les plus hauts bénéfices de toute l'histoire des firmes françaises de ce pays. Certains souhaitent distribuer des chèques et transformer le Trésor public en trésor privé. Je ne suis pas d'accord avec ça, ce sont aux pétroliers de payer. #LaFranceDansLesYeux https://t.co/m2fJrxumSU",pouvoir_achat,firme total haut benefice histoire firme francais pays souhaiter distribuer cheque transformer tresor public tresor prive accord petrolier payer lafrancedanslesyeux
4199,4200,"Plus jeune, j'ai acheté un frigo qui a duré 30 ans. Aujourd'hui, ça n'existe plus. Je veux lutter contre l'obsolescence programmée. On interdira la vente de frigos si le fabriquant ne fait pas une garantie d'au moins 15 ans.  #LaFranceDansLesYeux https://t.co/GO2DDbfIPG",pouvoir_achat,jeune acheter frigo durer exister vouloir lutter contrer obsolescence programme interdire venter frigo fabriquer garantir lafrancedanslesyeux
4200,4201,"Il y a dans le Code du Commerce un article qui prévoit qu'en cas de circonstances exceptionnelles, l'État peut bloquer les prix. Je prévois de déclarer l'état d'urgence sociale et de bloquer les prix sur les produits de première nécessité.#LaFranceDansLesYeux https://t.co/JzVj2vwsXb",pouvoir_achat,coder commercer article prevoir cas circonstance exceptionnel etat pouvoir bloquer prix prevoir declarer etat urgence social bloquer prix produit necessite lafrancedanslesyeux
